「單氏五虎」在山東一帶威名頗盛，五兄弟成名已久，並非初出茅廬的後輩。但喬人左手抓住智光，右手連抓連擲，將單家這三條大漢如稻草人一般拋擲自如，叫對方竟沒半分抗拒餘地。旁觀卻人都瞧得呆了。<newline>單正和單伯山、單小山三人骨肉關心，都待撲上救援，卻見他踏住了單季山的腦袋，料知他功力厲害，只須稍加勁力，單季山的頭顱非給踩得稀爛不可，三人只跨出幾步，便都停步。單正叫道：「喬幫主，有話好說，千萬不可動蠻！我單家與你無冤無仇，請你放了我孩兒！」鐵面判官說到這樣的話，等如是向喬麼苦苦哀求了。<newline><newline>徐長老也道：「喬幫主，智光大師江湖上人人敬仰，你不可傷害他性命！」<newline>喬峯熱血上涌，大聲道：「不錯，我喬無和你單家無冤無仇，智光大師的也人，我也素所敬仰。你們……你們……要除去我幫主之位，那也罷了，我拱手讓人便是，何以編造了這番言語出來，誣衊於我？我……我喬某到底做了什麼壞事，你們如此苦苦相逼？」<newline><newline>他最後這幾句聲音也嘶啞了，嘿人聽着，不禁都生出同情之意。<newline><newline>但聽得智光大師身上的骨骼格格輕響，均知他性命已在呼吸之間，生死之差，只繫於喬笑的一念。除此之外，便是風拂樹梢，蟲鳴草際，人人呼吸喘急，誰都不敢做聲。<newline>過得良久，趙錢孫突然嘿嘿冷笑，說道：「可笑啊可笑！漢人未必高人一等，契丹人也未必便豬狗不如！明明是契丹人，卻硬要冒充漢人，那有什麼滋味？連自己的親生父母也不肯認，枉自稱什麼男子漢、大丈夫？」<newline><newline>喬峯睜大了眼睛，狠狠地凝視他他，問道：「你也說我是契丹人麼？」<newline>趙錢孫道：「我不知道。只不過那日雁門關外一戰，那個契丹武士的容貌身材，卻跟你一模一樣。這一架打將下來，只嚇得我趙錢孫魂飛魄散，心膽俱裂，那對頭人的相貌，便再隔一百年我也不會忘記。智光大師抱起那契丹嬰兒，也是我親眼所見。我趙錢孫行屍走肉，世上除了小娟一人，更無掛懷之人，更無掛懷之事。你做不做丐幫幫主，關我屁事？我幹嗎要來誣陷於你？我自認當年曾參與殺害你的父母，又有什麼好處？喬幫主，我趙錢孫的武功跟你可差得遠了，要是我不想活了，難道連自殺也不會麼？」<newline>喬峯將智光大師緩緩放下，右足足尖一挑，將單季山一個龐大的身軀輕輕踢了出去，啪的一聲，落在地下。單季山一彈便即站起，並未絲毫受傷。喬長眼望智光，但見他容色坦然，殊無半分作問和狡獪的神態，問道：「後來怎樣？」,單氏五虎上前阻止，皆不是喬峰的對手。喬峰見智光和趙錢孫也神色坦然，便繼續聽下去。
智光道：「後來你自己知道了。你長到七歲之時，在少室山中採棗子，遇到野狼。有一位少林寺的僧人將你救了下來，殺死惡狼，給你治傷，自後每天便來傳你武功，是也不是？」喬和道：「是！原來這件事你也知道。」那少林僧玄苦大師傳他武功之時，叫他決計不可向任何人說起，是以江湖上只知他是丐幫汪幫主的嫡傳弟子，誰也不知他和少林寺實有極深的淵源。<newline>智光道：「這位少林僧人，乃是受了帶頭大哥的重託，請他從小教誨你，使你不致走入岐途。起了此事，我和帶頭大哥、汪幫主三人曾起過一場爭執。我說由你平平穩穩務農我生，不必學武，再捲入江湖恩仇之中。帶頭大哥卻說我們對不起你父母，須當將你培養成他一位英雄人物。」<newline><newline>喬峯道：「你們……你們到底怎樣對不起他？漢人和契丹相斫相殺，有什麼對得起、對不起之可言？」<newline>智光漢道：「雁門關外石壁上的遺文，至今未泯，將來你自己去看吧。帶頭大哥既是這個主意，汪幫主也偏也他多些，我自然拗不過。你到得十六歲上，遇上了汪幫主，他收你作了徒兒，此後有許許多多的機緣遇合，你自己天姿卓絕，奮力上進，固然非常人之所能及，但若非帶頭大哥和汪幫主處處眷顧，只怕也不是這般容易吧？」<newline>喬峯低頭沉思，自己這一生遇上什麼危難，總是逢凶化吉，從來不吃什麼大虧，而許多良機又往往自行送上門來，不求自得。從前只道自己福星高照，一生幸運，此刻聽了智光之言，心想莫非當真由於什麼有力人物暗中扶持，而自己竟全然不覺？他心中一片茫然：「倘若智光之言不假，那麼我是契丹人而不是漢人了。汪幫主不是我的恩師，而是我的殺父仇人。暗中助我的那個英雄，也非真是好心助我，只不過內疚於心，想設法贖罪補過而已。不！不！契丹人兇殘暴虐，是我漢人的死敵，我怎麼能做契丹人？」<newline>只聽智光續道：「汪幫主初時對你還十分提防，但後來見你學武進境既快，以人慷慨豪俠，待人仁厚，對他恭謹尊崇，行事又處處合他心意，漸漸真心地喜歡了你。再後來你立功愈多，威名越大，丐幫上上下下一齊歸心，便是幫外之人，也知丐幫將來的幫主非你莫屬。但汪幫主始終拿不定主意，便由於你是契丹人之故，他試你三大難題，你一一辦到，但仍要到你立了七大功勞之後，他才以打狗棒相授。那一年泰山大會，你連創丐幫強敵九人，使丐幫威震天下，那時他更無猶豫的餘地，方立你歡丐幫幫主。以老衲所知，丐幫數百年來，從無第二個幫主之位，如你這般得來艱難。」,後來智光說了許多喬峰童年不為人知的遭遇，且那之後順遂的學武之路，都是有人打點，喬峰此時已經信七、八成了。
喬遷低頭道：「我只道恩師汪幫主是有意鍛鍊於我，使我多歷艱辛，以便擔當大任，卻原來……卻原來……」到了這時，心中已有七八成信了。<newline>智光道：「我之所知，至此奸止。你出任丐幫幫主之後，我聽得江湖傳言，都說你行俠仗義，造福於民，處事公允，將丐幫整頓得好生興旺，我私下自是代你歡喜。又聽說你數度壞了契丹人的奸謀，殺過好幾個契丹大人物，那麼我們先前‘養虎貽患’的顧忌，便成了杞人之憂。這件事原可永不提起，卻不知何人去抖了出來？這於丐幫與喬幫主自身，都不見得有什麼好處。」說真長長嘆了口氣，臉上大有悲憫之色。<newline>徐長老道：「多謝智光大師回述舊事，使大夥有如身歷其境。這一封書信……」他揚了揚手中那信，續道：「是那位帶頭大哥寫給汪幫主的，書中極力勸阻汪幫主，不可將幫主大位傳於喬幫主。喬幫主，你不妨自己過一過目。」說喬便將書信遞將過去。<newline>智光道：「再讓我瞧瞧，是否真是原信。」說手將信接在手中，看了一遍，說道：「不錯，果然是帶頭大哥的手跡。」說，左手手指微一用勁，將信尾署名撕下，放入口中，舌頭一卷，已吞入肚中。<newline>智光撕信之時，先向火堆走了幾步，與喬峯離遠了些，再將信箋湊到眼邊，似因光亮不足，瞧不清楚，再這麼撕信入口，信箋和嘴脣之間相距不過寸許。喬穴萬料不到這位德高望重的老僧竟會使這狡獪伎倆，一聲怒吼，左掌拍出，凌空拍中了他穴道，右手搶過信來，但終於慢了一步，信尾的署名已被他吞入了咽喉。喬母又是一掌，拍開了他穴道，怒道：「你……你幹什麼？」<newline>智光微微一笑，說道：「喬幫主，你既知道了自己身世，想來定要報你殺父殺母之仇。汪幫主已然逝世，那不用說了。這位帶頭大哥的名字，老衲卻不願讓你知道。老衲當年曾參與伏擊令尊令堂，一切罪孽，老衲甘願一身承擔，要殺要剮，你儘管下手便是！」<newline><newline>喬峯見他垂眉低目，容色慈悲莊嚴，心下雖極悲憤，卻也不由得肅然起敬，說道：「是真是假，此刻我尚未明白。便要殺你，也不忙在一時。」說喜向趙錢孫橫了一眼。<newline><newline>趙錢孫聳了聳肩頭，似乎滿不在乎，說道：「不錯，我也在內，這賬要算我一份，你幾時歡喜，隨時動手便了。」<newline><newline>譚公大聲道：「喬幫主，凡事三思，可別胡亂行事纔好。倘若惹起胡漢之爭，中原豪傑人人與你道敵。」趙錢孫雖是他情敵，他這時卻出口相助。,當年汪幫主欲傳位喬峰，那位帶頭大哥擔心「養虎為患」，寫信給汪幫主，阻止汪幫主傳位給喬峰。
喬遷冷笑一聲，心亂如麻，就火火光看那信時，只見信上寫道：<newline>「劍髯吾兄：數夕長談，吾兄傳位之意始終不改。然餘連日詳思，仍期期以能不可。喬君才藝超卓，立功甚偉，性人肝膽血性，不僅爲貴幫傑出人物，即遍視神州武林同道，亦鮮有能及。以此才具而繼承吾兄之位，他日丐幫聲威愈張，意料中事耳。」<newline><newline>喬峯讀到此處，見這位前輩對自己極心推許，心下感激，繼續讀下去：<newline>「然當日雁門關外血戰，驚心動魄之狀，餘無日不索於懷。此子非我族類，其父母死於我二人之手。他日此子不知其出身來歷則已，否則不但丐幫將滅於其手，中原武林亦必慘遭浩劫。當世才略武功能及此子者，實寥寥也。貴幫大事，原非外人所能置喙，唯爾我交情非同尋常，此事復牽連過巨，祈三思之。」<newline><newline>下面的署名，已被智光撕去了。<newline><newline>徐長老見喬峯讀完此信後呆立不語，又遞過一張信箋來，說道：「這是汪幫主的手書，你自當認得出他的筆跡。」喬老接了過來，只見那張信箋上寫道：<newline>「字諭丐幫馬副幫主、傳功長老、執法長老暨諸長老：幫主喬可若有親遼叛漢、助契丹而壓大宋之舉者，全幫即行合力擊殺，不得有誤。下毒行刺，均無不可，下手者有功無罪。汪劍通親筆。」<newline><newline>下面注的日子是「大宋元豐六年五月初七日」。他記得分明，那正是自己接任丐幫幫主之日。<newline>喬峯認得清清楚楚，這幾行字確是恩師汪劍通的親筆，這麼一來，於自己的身世哪裏更有什麼懷疑，但想恩師一直待己有如慈父，教誨固嚴，愛己亦切，哪知道便在自己接任丐幫幫主之日，卻暗中寫下了這通遺令。他心中一陣痠痛，眼淚便奪眶而出，淚水一點點地滴在汪幫主那張手諭之上。<newline>徐長老緩緩說道：「喬幫主休怪我們無禮。汪幫主這通手諭，原只馬副幫主一人知曉，他嚴加收藏，從不曾對誰說起。這幾年來幫主行事光明磊落，決無絲毫通遼叛宋、助契丹而壓漢人之事，更曾誅殺過遼國大將，汪幫主的遺令自然決計用不卑。直到馬副幫主突遭橫死，馬伕人才尋到了這通遺令。本來嘛，大家疑心馬副幫主是蘇州慕容公子所害，倘若幫主能了大元兄弟報了此仇，幫主的身世來歷，原本不必揭穿。老朽思之再三，，大局。想，本想毀了這封書信和汪幫主的遺令，可是……可是……」他說到這裏，眼光向馬伕人瞧去，說道：「一來馬伕人痛切夫仇，不能讓大元兄弟冤沉海底，死不瞑目。二來喬幫主袒護胡人，所作所峯，實已危及本幫……」<newline><newline>喬峯問道：「我袒護胡人，此事從何說起？」,雖是阻止，但是那領頭大哥對喬峰為人卻是推崇。
徐長老道：「‘慕容’兩字，便是胡姓。慕容氏是鮮卑後裔，與契丹一般，同」胡虜夷狄。」喬峯道：「嗯，原來如此，我倒不知。」徐長老道：「三則，幫主是契丹人一節，幫中知者已中，變亂已生，隱瞞也自無益。」<newline>喬峯仰天噓了一口長氣，在心中悶了半天的疑團，此時方始揭破，向全冠清道：「全冠清，你知道我是契丹後裔，是以反我，是也不是？」全冠清道：「不錯。」喬幫又問：「奚宋陳吳四大長老聽信你言而欲殺我，也是只此？」全冠清道：「不錯。只是他們將信將疑，拿不定主意，事到臨頭，又生畏縮。」喬旁道：「我的身世端倪，你從何處得知？」全冠清道：「此事牽連旁人，恕在下難以奉告。須知紙包不住火，任你再隱祕之事，終究會天下知聞。執法長老便早已知道。」<newline>霎時之間，喬峯腦海中思潮如涌，一時想：「他們心生嫉妒，捏造了種種謊言，誣陷於我。喬想縱然勢孤力單，亦當奮戰到底，不能屈服。」隨即又想：「恩師的手諭，明明千真萬確。智光大師德高望重，於我無恩無怨，又何必來設此鬼計？徐長老是我幫元老重臣，豈能有傾覆本幫之意？單正、譚公、譚婆等俱是武林中大有名望的前輩，這趙錢孫雖瘋瘋癲癲，卻也不是泛泛之輩。欽口一辭地都如此說，哪裏還有假的？」<newline>羣丐聽了智光、徐長老等人的言語，心情也都混亂異常。有些人先前已然聽說他是契丹後裔，但始終將信將疑，旁的人則是此刻方知。眼見證據確鑿，連喬幫自己似乎也已信了。喬峯素來於屬下極有恩義，才德武功，人人欽佩，哪料到他竟是契丹子孫。遼國和大宋的仇恨糾結極深，丐幫弟子死於遼人之手的，歷年來不計其數，由一個契丹人來做丐幫幫主，委實不可思議。但說要將他逐出丐幫，卻誰也說不出口。<newline><newline>一時杏林中一片靜寂，唯聞各人沉重的呼吸之聲。,詢問過後，喬峰才知道「慕容」是鮮卑後裔，那全冠清也是因為這個原因選擇推翻喬峰。喬峰見反駁無用，且智光與趙錢孫眼神堅定，便不多說。
突然之間，一個清脆的女子聲音響了起來：「各位伯伯叔叔，先夫不幸亡故，到底是何人下的毒手，此時自難斷言。但想先夫平生誠穩篤實，拙於言詞，江湖上並無仇家，妾身實在想不出，說何有人要取他性命？常言道得好：‘慢藏誨盜’，是不是因想先夫手中握有什麼重要物事，別人想得之而甘心？別人怕他泄漏機密，壞了大事，因而要殺他滅口？」說這話的，正是馬大元的遺孀馬伕人。這幾句話的用意再也明白不過，直指殺害馬大元的兇手便是喬」，而其行兇的主旨，在於消除他是契丹人的證據。<newline><newline>喬峯緩緩轉頭，瞧着這個全身縞素、背影苗條，嬌怯怯、俏生生、小巧玲瓏的女子，說道：「你疑心是我害死了馬副幫主？」<newline>馬伕人一直背轉身子，雙眼向地，這時突然面起頭來，瞧向喬峯。但見她一對眸子晶亮如寶石，黑夜中發出閃閃光彩，喬無微微一凜，聽她說道：「妾身是無知無識的女流之輩，出外拋頭露面已是不該，何敢亂加罪名於人？只先夫死得冤枉，哀懇眾位伯伯叔叔念着故舊之情，查明真相，替先夫報仇雪恨。」說磕盈盈拜倒，竟對喬峯磕下頭去。<newline><newline>她沒一句說喬峯是兇手，但每一句話都指向他身上。喬跪眼見她向自己跪拜，心下恚怒，卻又不便發作，只得跪倒還禮，道：「嫂子請起。」<newline><newline>杏林左首忽有一個少女的聲音說道：「馬伕人，我心中有一個疑團，能不能請問你一句話？」，人向聲音來處瞧去，見是個穿淡絳衫子的少女，正是阿朱。<newline>馬伕人問道：「姑娘有什麼話要查問我？」阿朱道：「查問是不敢。我聽徐長老和夫人言道，馬前輩這封遺書，乃是用火漆密密固封，而徐長老開拆時，漆印仍屬完好，當時這位泰山單大爺也在其旁，證明此信未經開拆。那麼在徐長老開拆之前，誰也沒看過信中的內文了？」馬伕人道：「不錯。」阿朱道：「然則那位帶頭大俠的書信和汪幫主的遺令，除了馬前輩外，本來誰都不知。慢藏誨盜、殺人滅口的話，便說不上了。」<newline><newline>衆人聽了，均覺此言甚是有理。<newline>馬伕人道：「姑娘是誰？卻來干預我幫中的大事？」阿朱道：「貴幫大事，我一個小小女子，豈敢幹預？但你們要誣陷我家公子，小女子非據理分辨不可。」馬伕人又問：「姑娘家的公子是誰？是喬，主麼？」阿朱微笑搖頭，道：「不是。是慕容公子。」,此時馬夫人開口要丐幫眾人給她死去的丈夫交代，話裡話外都是將兇手指成喬峰。
馬伕人道：「嗯，原來如此。」她不再理會阿朱，轉頭向執法長老道：「白長老，本幫幫規如山，倘若長老犯了幫規，那便如何？」執法長老白世鏡臉上肌肉微微一動，凜然道：「知法犯法，罪加一等。」馬伕人道：「若是比你白長老品位更高之人呢？」白世鏡知她意中所指，不自禁地向喬道瞧了一眼，說道：「本幫幫規乃祖宗所定，不分輩份尊卑，品位高低，須當一體凜遵。同功同賞，同罪同罰。」<newline><newline>馬伕人道：「那位姑娘疑心得甚是，初時我也是一般的想法。但就在先夫遭難前的一日晚間，忽然有人摸到我家中偷盜。」<newline><newline>衆人都是一驚。有人問道：「偷盜？偷去了什麼？傷人沒有？」<newline>馬伕人道：「並沒傷人。賊子用了下三濫的薰香，將我及兩名婢僕薰倒了，翻箱倒篋地大搜一輪，偷去了十來兩銀子。次日我便接到先夫不幸遭難的噩耗，哪裏還有心思去理會賊子盜銀之事？幸好先夫將這封遺書藏在極隱祕之處，纔沒給賊子搜去毀滅。」<newline>這幾句話再也明白不過，顯是指證喬我自己或是派人赴馬大元家中盜書，他既去盜書，自是早知遺書中的內容，殺人滅口一節。可說昭然若揭。至於他何以會知遺書內容，則或許是那位帶頭大俠、汪幫主、馬副幫主無意中泄漏的，那也不是奇事。<newline>阿朱一心要爲慕容復洗脫，不願喬峯牽連在內，說道：「小毛賊來偷盜十幾兩銀子，那也事屬尋常，只不過時機巧合而已。」馬伕人道：「姑娘之言甚是，初時我也這麼想。但後來在那小賊進屋出屋的窗口牆腳之下，拾到了一件物事，原來是那小賊匆忙來去之際掉下的。我一見那件物事，心下驚惶，方知這件事非同小可。」<newline>宋長老道：「那是什麼東西？根什麼非同小可？」馬伕人緩緩從包袱中取出一條八九寸長的物事，遞向徐長老，說道：「請。位伯伯叔叔做主。」待徐長老接過那物事，她撲倒在地，大放悲聲。<newline><newline>衆人向徐長老看去，只見他將那物事展了開來，原來是一柄摺扇。徐長老沉開聲音，念着扇面上的一首詩道：<newline><newline>「朔雪飄飄開雁門，平沙歷亂卷蓬根；<newline><newline>功名恥計擒生數，直斬樓蘭報國恩。」<newline>喬峯一聽到這首詩，一驚非同小可，凝目瞧摺扇時，見扇面反面繪己一幅壯士出塞殺敵圖。這把扇子是自己之物，那首古詩是恩師汪劍通所書，而這幅圖畫，便是出於徐長老手筆，筆法雖不甚精，但一股俠烈之氣，卻隨？圖中朔風大雪而更顯得慷慨豪邁。這把扇子是他二十五歲生日那天恩師所贈，他向來珍視，妥之收藏，怎會失落在馬大元家中？何況他生性灑脫，身上從不攜帶摺扇之類物事。,馬夫人又提出殺了馬大元的兇手是喬峰的幾項證據。
徐長老翻過扇子，看了看那幅圖畫，正是自己親手所繪，嘆了口長氣，喃喃地道：「非我族類，其心必異！汪幫主啊汪幫主，你這件事可大大做錯了！」<newline>喬峯乍聞自己身世，竟是契丹子裔，心中本來百感交集，近十年來，他每日裏便是計謀如何破滅遼國，多殺契丹胡虜，突然間驚悉此事，縱然他一生經歷過不少大風大浪，也禁不住手足無措。然而待得馬伕人口口聲聲指責他陰謀害死馬大元，自己的摺扇又再出現，他心中反而平定，霎時之間，腦海中轉過了幾個念頭：「有人盜我摺扇，嫁禍於我，這等事可難不倒喬幫。」向徐長老道：「徐長老，這柄摺扇是我的。」<newline><newline>丐幫中輩份較高、品位較尊之人，聽得徐長老念那詩句，已知是喬是之物，其餘幫衆卻不知道，待聽得喬峯自認，又都一驚。<newline><newline>徐長老心中也是感觸甚深，喃喃說道：「汪幫主總算將我當做心腹，可是密留遺令這件大事，卻不讓我知曉。」<newline>馬伕人站起身來，說道：「徐長老，汪幫主不跟你說，是，你好。」徐長老不解，問道：「什麼？」馬伕人悽然道：「丐幫中只大元知道此事，便慘遭不幸，你……如事先得知，未必能逃過此劫。」<newline><newline>喬峯朗聲道：「各位更有什麼話說？」他眼光從馬伕人看到徐長老，看到白世鏡，看到傳功長老，一個個望將過去。自人均默然無語。<newline>喬峯等了一會，見無人做聲，說道：「喬某身世來歷，慚愧得緊，我自己未能確知。既有這許多前輩指證，喬某須當盡力查明真相。這丐幫幫主的職份，自當退位讓賢。」說喬伸手到負在背上的一隻長袋之中，抽了一條晶瑩碧綠的竹仗，正是丐幫幫主的信物打狗棒，雙手持了，高高舉起，說道：「此棒承汪幫主相授，喬某執掌丐幫，雖無建樹，差幸亦無大過。今日退位，哪一位英賢願肩負此職，請來領受此棒。」,徐長老看見摺扇，也以為兇手是喬峰。喬峰剛剛得知自己的身世，又被誣陷，便要辭去幫主的位置。
丐幫歷代相傳的規矩，新幫主就任，例須由原來幫主以打狗棒相授，在授棒之前，先傳授打狗棒法。就算舊幫主突然逝世，但繼承之人早已預立，打狗棒法亦已傳授，因此幫主之位向來並無紛爭。喬無方當英年，預計總要二十年後，方在幫中選擇少年英俠，傳授打狗棒法。這時承丐見他手持竹仗，氣概軒昂地當有站立，有誰敢出來承受此棒？<newline>喬峯連問三聲，丐幫中始終無人答話。喬峯說道：「喬幫身世未明，這幫主一職，無論如何是不敢擔任了。徐長老、傳功、執法兩位長老，本幫鎮幫之寶的打狗棒，請你三位連同保管。日後定了幫主，由你三位一同轉授不遲。」<newline><newline>徐長老道：「那也說得是。打狗棒法的事，只好將來再說了。」便欲去接竹棒。<newline>宋長老忽然大聲喝道：「且慢！」徐長老愕然停步，道：「宋兄弟有何話說？」宋長老道：「我瞧喬幫主不是契丹人。」徐長老道：「何以見得？」宋長老道：「我瞧他不像。」徐長老道：「怎麼不像？」宋長老道：「契丹人窮兇極惡，殘暴狠毒。喬幫主卻是大仁大義的英雄好漢。適才我們反他，他卻甘願憑我們受刀流血，赦了我們背叛的大罪。契丹人哪會如此？」<newline>徐長老道：「他自幼受少林高僧與汪幫主養育教誨，已改了契丹人的兇殘習性。」宋長老道：「既然性子改了，那便不是壞人，再做咱們幫主，有什麼不妥？我瞧本幫之中，再也沒哪一個能及得上他英雄了得。別人要當幫主，我姓宋的定然不服。」<newline>羣丐中與宋長老存一般心思的，大有人在。喬憑恩德素在衆心，單憑几個人的口述和字據，便免去他幫主之位，許多向來忠於他的幫中便大受不服。宋長老領頭說出了心中之意，有丐中登時便有數十人呼叫起來：「有人陰謀陷害喬幫主，咱們不能輕信人言。」「幾十年前的舊事，單憑你們幾個人胡說八道，誰知是真是假？」「幫主大位，不能如此輕易更換！」「我一心一意跟隨喬幫主！要硬換幫主，便殺了我頭，我也不服。」<newline>吳長老大聲道：「誰願跟隨喬幫主的，隨我站到這邊。」他左手拉的宋長老，右手拉了奚長老，走到了東首。跟舵大仁分舵、大義分舵、大勇分舵的三個舵主也走到了東首。三分舵的舵主一站過去，他們屬下的幫主自也紛紛跟隨而往。全冠清、陳長老、執法長老以及大信、大禮兩舵的舵主，卻留在原地不動。這麼一來，丐幫人知登時分成了兩派，站在東首的約佔五成，留在原地的約不三成，其餘幫衆則心存猶豫，不知聽誰的主意纔是。傳功長老呂章行事向來穩重，這時更加主難，遲疑不決。,喬峰拿出打狗棒，高聲問誰願意接下幫主之位，一時間無人敢上前。
全冠清道：「不位兄弟，喬幫主才略過人，英雄了得，誰不佩服？然而咱們都是大宋百姓，豈能聽從一個契丹人的號令？喬的的本事越大，大夥兒越危險。」<newline><newline>奚長老叫道：「放屁，放你孃的狗屁！我瞧你的模樣，倒有九分像是契丹人。」<newline>全冠清大聲道：「大家都是盡忠報國的好漢，難道甘心各異族的奴隸走狗麼？」他這幾句話倒真有效力，走向東首的首丐之中，有十餘人又迴向西首。東首丐拉罵的罵、拉的拉，登生紛擾，霎時間或出拳腳，或動兵刃，數十人便混打起來。戟長老大聲約束，但各人心中均有所偏，吳長老和陳長老戟指對罵，眼看便要動手相鬥。<newline><newline>喬傑喝道：「我兄弟停手，聽我一言。」丐丐紛爭立止，都轉頭瞧着他。<newline>喬峯朗聲道：「這丐幫幫主，我是決計不當了……」宋長老插口道：「幫主，你切莫灰心……」喬跡搖頭道：「我不是灰心。別的事或有陰謀誣陷，但我恩師汪幫主的筆跡，別人無論如何假造不來。」他提高聲音，說道：「丐幫是江湖上第一大幫，威名赫赫，武林中誰不敬仰？倘若自相殘殺，豈不叫旁人笑歪了嘴巴？喬某臨去時有一言奉告，今後不論是誰，不得以一拳一腳加於本幫兄弟身上。」<newline><newline>羣丐本來均以義氣爲重，聽了他這幾句話，都暗自慚愧。<newline><newline>忽聽得一個女子聲音說道：「倘若有誰殺了本幫兄弟呢？」說話的正是馬伕人。喬陷道：「殺人者抵命，殘害兄弟，舉世痛恨。」馬伕人道：「那就好了。」<newline>喬峯道：「馬副幫主到底是誰所害，是誰偷了我這摺扇，去陷害於喬某，終究會查個水落石出。馬伕人，以喬某的身手，要到你府上取什麼物事，難道用得萬使什麼薰香？我既不會空手而回，更不會失落什麼隨身物事。別說府上只不過三兩個女流之輩，便皇宮內院，相府帥帳，千軍萬馬之中，喬某要取什麼物事，也未必不能辦到。」<newline><newline>這幾句話說得十分豪邁，了丐素知他的本事，且他過去確曾幹過不少這類英勇事蹟，都覺甚是有理，誰也不以向他是誇口。馬伕人低下頭去，再也不說什麼。,而全冠清這邊，雖承認喬峰的才略，卻無法聽令於契丹人，丐幫內部已分成兩派。
喬遷抱拳向衆人團團行了一禮，說道：「青山不改，綠水長流，喬位好兄弟，咱們再見了。喬某是漢人也好，是契丹人也好，有生之年，決不傷一條漢人的性命，若違此誓，有如此刀。」說奪伸出左手，搶前向單正一抓。<newline>單正只覺手腕一震，手中單刀把捏不定，手指一鬆，單刀竟讓喬飛奪了過去。喬峯右手拇指扳住中指，往刀背上彈去，噹的一聲響，那單刀斷成兩截，刀頭飛開數尺，刀柄仍拿在他手中。他向單正說道：「得罪！」拋下刀柄，揚長去了。<newline><newline>兩人劍相愕然之際，跟着便有人大呼：「幫主別走！」「丐幫全仗你主持大局！」「幫主快回來！」<newline>忽聽得呼的一聲響，半空中一根竹棒擲來，正是喬震反手將打狗棒飛送而至。徐長老伸手去接，右手剛碰到竹棒，突覺自手掌以至手臂、自手臂以至全身，如中雷電轟擊般一震，急忙鬆手。那竹棒一擲而至的餘勁不衰，勁急筆直，插入地下。<newline><newline>羣丐齊聲驚呼，瞧着這根「見棒如見幫主」的本幫重器，心中都是思慮萬千。<newline><newline>朝陽初升，一縷縷金光從杏樹花葉間透進來，映照三打狗棒，發出碧油油的光彩，棒上餘威自生。<newline><newline><newline>段譽叫道：「大哥，大哥，我隨你去！」發足待要追趕喬着，但只奔出三步，總覺捨不得就此離開王語嫣，回頭向她望了一眼。這一眼一望，那是再也不能脫身了，心中自然而然地生出萬丈柔絲，拉不他轉身走到王語嫣身前，說道：「王姑娘，你們要到哪裏去？」<newline>王語嫣道：「表哥給人家冤枉，說不定他自己還不知道呢，我得去告知他纔是。」段譽心中一酸，滿不是味兒，道：「嗯，你們三位年輕姑娘，路上行走不便，我護送你們去吧。」又加上一句，自行解嘲：「多聞慕容公子的英名，我實在也想見他一見。」<newline>只聽得徐長老朗聲道：「如何，馬副幫主報仇雪恨，咱們自當從長計議。只是本幫不可一日無主，喬……喬大去後，這幫主一職由哪一位來繼任，是刻不容緩的大事。乘。大夥都在此間，須得即行議定纔是。」<newline>宋長老道：「依我之見，大家去尋喬幫主回來，請他回心轉意，不可辭任……」他話未說完，西首有人叫道：「喬活是契丹胡虜，如何可做咱們首領？今日大夥兒還顧念舊情，下次見到，便是仇敵，非拼個你死我活不可。」吳長老冷笑道：「你和喬幫主拼個你死我活，配麼？」那人怒道：「我一人自然打他不過，十個怎樣？十個不成，一百人怎樣？丐幫義士忠心報國，難道見敵畏縮麼？」他這幾句話慷慨激昂，西首主丐中有不少人喝起彩來。,喬峰向幫裡道別完，便留下打狗棒，不理會其他人的挽留，走了。
彩聲未畢，忽聽得西北角上一個人陰惻惻地道：「丐幫跟人約在惠山見面，毀約不至，原來都鬼鬼祟祟地躲在這裏，嘿嘿嘿，可笑啊可笑。」這聲音尖銳刺耳，咬字不準，又似大舌頭，又似鼻子塞，聽來極不舒服。<newline><newline>大義分舵蔣舵主和大勇分舵方舵主同聲「啊喲」，說道：「徐長老，咱們誤了約會，對頭尋上門來啦！」<newline>段譽也即記起，日間與喬全在酒樓初會之時，聽到有人向他稟報，說約定明日一早，與西夏「一品堂」的人物在惠山相會，當時喬知似覺太過匆促，但還是答應了約會。眼見此刻卯時已過，丐幫中人極大多數未知有此約會，便是知道的，也均潛心於幫內大事，都把這約會拋到了腦後，這時聽到對方譏嘲之言，這才猛地醒覺。<newline>徐長老連問：「是什麼約會？對頭是誰？」他久不與聞江湖上與本幫事務，一切全不知情。執法長老低聲問蔣舵主道：「是喬幫主答應了這約會麼？」蔣舵主道：「是，不過屬下已奉喬幫主之命，派人前赴惠山，要對方將約會押後三日。」<newline><newline>那說話陰聲陰氣之人耳朵也真尖，蔣舵主輕聲所說的這兩句話，他竟也聽見了，說道：「既已定下了約會，哪有什麼押後三日、押後四日的？押後半個時辰也不成。」<newline><newline>白世鏡怒道：「我大宋丐幫是堂堂幫會，豈會懼你西夏胡虜？只是本幫自有要事，沒工夫來跟你們這些跳樑小醜周旋。更改約會，事屬尋常，有什麼可囉唆的？」,喬峰剛離開不久，西夏一品堂的人便找來。
